id,sentence,type
bbc_488,on friday mr biden described the plan as a comprehensive israeli proposal that paved the way for a permanent ceasefire,pro-israeli
bbc_488,this would then be followed by the return of all remaining living hostages including male soldiers,pro-israeli
bbc_488,the final phase would see the remains of any deceased israeli hostages returned as well as a major reconstruction plan with us and international assistance to rebuild homes schools and hospitals mr biden said,pro-israeli
bbc_488,in response to mr netanyahus statement he noted israels aims might not have changed but it also had not achieved them,pro-israeli
bbc_488,this will without a doubt face opposition in israel,pro-israeli
bbc_488,he acknowledged however that not everyone in israel would accept the deal but urged the government to resist pressure,pro-israeli
bbc_488,this could lead to the end of the netanyahu government,pro-israeli
bbc_488,but one of israels most influential opposition politicians yair lapid has promised to back mr netanyahu if he supports the ceasefire deal,pro-israeli
bbc_488,in a post on social media mr lapid told the israeli pm that he has our safety net for a hostage deal if farright allies like national security minister itamar bengvir and finance minister bezalel smotrich leave the government,pro-israeli
bbc_488,the statement from mr netanyahus office seemed to be vague enough for him to be able to claim that his objectives had been achieved,pro-israeli
bbc_489,opposition leader yair lapid has pledged to back the government if mr netanyahu supported the plan,pro-israeli
bbc_489,this was an israeli proposal,pro-israeli
bbc_489,but senior foreign policy adviser ophir falk also said mr bidens plan was a deal we agreed to  its not a good deal but we dearly want the hostages released all of them,pro-israeli
bbc_489,echoing his words mr bengvir said the deal,pro-israeli
bbc_489,this is a reckless deal which constitutes a victory for terrorism and a security threat to the state of israel,pro-israeli
bbc_489,mr netanyahus rightwing coalition holds a slim majority in parliament relying on a host of factions including mr bengvirs otzma yehudit jewish power party  who hold six seats  and mr smotrichs religious zionism party  who hold seven seats  to maintain power,pro-israeli
bbc_489,but yair lapid one of israels most influential opposition politicians was quick to offer his backing to the embattled prime minister,pro-israeli
bbc_489,he said the prime minister has our safety net for a hostage deal if bengvir and smotrich leave the government,pro-israeli
bbc_489,the row came as tens of thousands of people rallied in tel aviv calling on the israeli government to accept mr bidens proposed plan,pro-israeli
bbc_489,many demonstrators also demanded mr netanyahus resignation and some told reporters they feared the prime minister could torpedo the proposal,pro-israeli
bbc_489,protests have become a fixture in tel aviv in recent months as families of hostages and other antigovernment campaigners have held rallies calling for a hostage deal  as well as for mr netanyahu to step down or call an election,pro-israeli
bbc_489,the statement added israel would continue to insist these conditions are met before agreeing to a permanent ceasefire,pro-israeli
bbc_489,however the comments seemed to be vague enough for mr netanyahu to be able to claim that his objectives had been achieved,pro-israeli
bbc_489,shelling and gunfire were also reported in gaza city in the north of the palestinian territory,pro-palestinian
bbc_490,the metropolitan police said the labour party office for chingford and woodford green was damaged with the message israel lobby out,pro-israeli
bbc_490,images on social media appear to show black writing sprayed on the windows of the building including uk mps for uk not israel,pro-israeli
bbc_490,the force said officers were called to the premises in hatch lane shortly after 0910 bst on saturday and continued by asking anyone with information to call police,pro-israeli
bbc_490,however ms shaheen said she does not think theres any way back for her into the party,pro-israeli
bbc_490,she also said she feels she is the victim of a huge injustice after not being endorsed as the labour candidate,pro-israeli
